sid|fname
254|datasets/VCTK-Corpus/wav22/p254/p254_333.wav|The Home Office would not release any further details about the group.
270|datasets/VCTK-Corpus/wav22/p270/p270_070.wav|Basically, they have to come up with the offer.
334|datasets/VCTK-Corpus/wav22/p334/p334_040.wav|He would take up the bike.
305|datasets/VCTK-Corpus/wav22/p305/p305_119.wav|I think the Government should pay for that.
237|datasets/VCTK-Corpus/wav22/p237/p237_292.wav|But it took a lot of bottle.
241|datasets/VCTK-Corpus/wav22/p241/p241_011.wav|I joined a group.
300|datasets/VCTK-Corpus/wav22/p300/p300_152.wav|He was shocked by what he saw.
311|datasets/VCTK-Corpus/wav22/p311/p311_067.wav|The party has never fully recovered.
286|datasets/VCTK-Corpus/wav22/p286/p286_059.wav|Gerhard Schroeder was the victor.
306|datasets/VCTK-Corpus/wav22/p306/p306_030.wav|We've always had three options, and none of them perfect.
333|datasets/VCTK-Corpus/wav22/p333/p333_051.wav|Police have appealed for witnesses.
335|datasets/VCTK-Corpus/wav22/p335/p335_211.wav|Meanwhile, the search continues for Ferguson's replacement.
275|datasets/VCTK-Corpus/wav22/p275/p275_365.wav|Initial reports said the aircraft had experienced a loss of power.
285|datasets/VCTK-Corpus/wav22/p285/p285_259.wav|The modern approach will also be reflected in the terms of address.
259|datasets/VCTK-Corpus/wav22/p259/p259_071.wav|Some have accepted it as a miracle without physical explanation. )
232|datasets/VCTK-Corpus/wav22/p232/p232_076.wav|Lottery money was intended to be used for good causes.
333|datasets/VCTK-Corpus/wav22/p333/p333_382.wav|I'm just looking to take my chances.
246|datasets/VCTK-Corpus/wav22/p246/p246_223.wav|I just wanted a break.
316|datasets/VCTK-Corpus/wav22/p316/p316_036.wav|They went back to the seventeenth.
278|datasets/VCTK-Corpus/wav22/p278/p278_292.wav|Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.
341|datasets/VCTK-Corpus/wav22/p341/p341_220.wav|She will just have wanted her baby.
287|datasets/VCTK-Corpus/wav22/p287/p287_130.wav|That is the ultimate revenge.
228|datasets/VCTK-Corpus/wav22/p228/p228_207.wav|I think he's the favourite, no question.
278|datasets/VCTK-Corpus/wav22/p278/p278_331.wav|You have asked for action.
295|datasets/VCTK-Corpus/wav22/p295/p295_336.wav|However, the referee was not in the giving vein.
343|datasets/VCTK-Corpus/wav22/p343/p343_180.wav|I have spoken to the skipper.
248|datasets/VCTK-Corpus/wav22/p248/p248_314.wav|We must provide a long-term solution to tackle this attitude.
317|datasets/VCTK-Corpus/wav22/p317/p317_347.wav|The committees are due to report next year.
233|datasets/VCTK-Corpus/wav22/p233/p233_084.wav|It is also very valuable.
260|datasets/VCTK-Corpus/wav22/p260/p260_146.wav|The songs are just so good.
340|datasets/VCTK-Corpus/wav22/p340/p340_022.wav|What will happen to them now?
280|datasets/VCTK-Corpus/wav22/p280/p280_167.wav|He remains a main board director of Royal.
376|datasets/VCTK-Corpus/wav22/p376/p376_074.wav|"I am totally surprised."
305|datasets/VCTK-Corpus/wav22/p305/p305_331.wav|Our offer will remain on the table.
268|datasets/VCTK-Corpus/wav22/p268/p268_296.wav|British Midland has applied for permission to fly to the US.
257|datasets/VCTK-Corpus/wav22/p257/p257_019.wav|This is the first big idea of the Scottish Parliament election.
316|datasets/VCTK-Corpus/wav22/p316/p316_242.wav|It's a much bigger problem.
258|datasets/VCTK-Corpus/wav22/p258/p258_163.wav|It shows a contempt by him for the industry.
236|datasets/VCTK-Corpus/wav22/p236/p236_213.wav|The game is now open.
303|datasets/VCTK-Corpus/wav22/p303/p303_013.wav|Andrew McLellan is no exception.
247|datasets/VCTK-Corpus/wav22/p247/p247_155.wav|You should try to have a laugh.)
286|datasets/VCTK-Corpus/wav22/p286/p286_307.wav|I intended to look for another club on loan.
318|datasets/VCTK-Corpus/wav22/p318/p318_332.wav|The incident is being taken seriously.
254|datasets/VCTK-Corpus/wav22/p254/p254_156.wav|That period was a struggle.
277|datasets/VCTK-Corpus/wav22/p277/p277_461.wav|It was very fast.
265|datasets/VCTK-Corpus/wav22/p265/p265_137.wav|It's too early to say whether a public inquiry would be appropriate.
362|datasets/VCTK-Corpus/wav22/p362/p362_211.wav|The chances were plentiful.
277|datasets/VCTK-Corpus/wav22/p277/p277_242.wav|The role of the law lords would be retained.
231|datasets/VCTK-Corpus/wav22/p231/p231_055.wav|The figures are bad, but not that bad.
233|datasets/VCTK-Corpus/wav22/p233/p233_344.wav|Alex Smith has been a massive influence on my career as well.
266|datasets/VCTK-Corpus/wav22/p266/p266_149.wav|Twaddle is a case in point.
244|datasets/VCTK-Corpus/wav22/p244/p244_239.wav|Something is going to have to give.
271|datasets/VCTK-Corpus/wav22/p271/p271_422.wav|I've been there.
323|datasets/VCTK-Corpus/wav22/p323/p323_121.wav|Detection is often difficult.
302|datasets/VCTK-Corpus/wav22/p302/p302_094.wav|The European Court is our only option.
307|datasets/VCTK-Corpus/wav22/p307/p307_373.wav|We did not even get a free kick.
225|datasets/VCTK-Corpus/wav22/p225/p225_010.wav|There is no pressure on us.
238|datasets/VCTK-Corpus/wav22/p238/p238_113.wav|Who was she ?
305|datasets/VCTK-Corpus/wav22/p305/p305_122.wav|We must keep our feet on the ground.
326|datasets/VCTK-Corpus/wav22/p326/p326_201.wav|He's on the wrong side.
266|datasets/VCTK-Corpus/wav22/p266/p266_237.wav|You take a risk.
300|datasets/VCTK-Corpus/wav22/p300/p300_244.wav|Six other people were injured.
308|datasets/VCTK-Corpus/wav22/p308/p308_348.wav|All of the names are familiar to me.
307|datasets/VCTK-Corpus/wav22/p307/p307_189.wav|He or she will oversee the leadership contest.
345|datasets/VCTK-Corpus/wav22/p345/p345_086.wav|This is a new era.
237|datasets/VCTK-Corpus/wav22/p237/p237_345.wav|Some have accepted it as a miracle without physical explanation.
301|datasets/VCTK-Corpus/wav22/p301/p301_049.wav|There is no credible official announcement.
262|datasets/VCTK-Corpus/wav22/p262/p262_122.wav|This gives a financial incentive to switch.
241|datasets/VCTK-Corpus/wav22/p241/p241_046.wav|What has caused the demise of singing?
231|datasets/VCTK-Corpus/wav22/p231/p231_009.wav|I guess I was lucky, though.
312|datasets/VCTK-Corpus/wav22/p312/p312_233.wav|A teacher is, really, about unity.
253|datasets/VCTK-Corpus/wav22/p253/p253_113.wav|While they went on holiday, we got the contract.
282|datasets/VCTK-Corpus/wav22/p282/p282_365.wav|It took about an hour for the gas to clear.
339|datasets/VCTK-Corpus/wav22/p339/p339_008.wav|I don't think that he won't be released.
345|datasets/VCTK-Corpus/wav22/p345/p345_121.wav|You can't go on forever.
267|datasets/VCTK-Corpus/wav22/p267/p267_068.wav|It does not even have a staff shortage.
310|datasets/VCTK-Corpus/wav22/p310/p310_313.wav|Mr King, who was present at yesterday's hearing, refused to comment.
284|datasets/VCTK-Corpus/wav22/p284/p284_376.wav|However, the force has not yet received a formal complaint.
234|datasets/VCTK-Corpus/wav22/p234/p234_266.wav|On our numbers, the price is in line with the asset value.
280|datasets/VCTK-Corpus/wav22/p280/p280_306.wav|Therefore, no-one can work full time in these companies.
267|datasets/VCTK-Corpus/wav22/p267/p267_036.wav|Cast Away now on general release.
340|datasets/VCTK-Corpus/wav22/p340/p340_014.wav|It will not be easy.
239|datasets/VCTK-Corpus/wav22/p239/p239_315.wav|Friends said he had suffered a blackout two weeks ago.
376|datasets/VCTK-Corpus/wav22/p376/p376_283.wav|"It is still too early for any likely contenders to have emerged."
252|datasets/VCTK-Corpus/wav22/p252/p252_144.wav|Strong growth is expected from the industrial services division.
293|datasets/VCTK-Corpus/wav22/p293/p293_101.wav|Will he be given time?
229|datasets/VCTK-Corpus/wav22/p229/p229_322.wav|So the European elections are extremely important.
361|datasets/VCTK-Corpus/wav22/p361/p361_243.wav|This is clearly not abuse.
268|datasets/VCTK-Corpus/wav22/p268/p268_330.wav|When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.
239|datasets/VCTK-Corpus/wav22/p239/p239_495.wav|That moment when the monster is being brought to life.
258|datasets/VCTK-Corpus/wav22/p258/p258_145.wav|Johnson was pretty low.
298|datasets/VCTK-Corpus/wav22/p298/p298_002.wav|English rugby is on the brink of extinction, though, it's official.
239|datasets/VCTK-Corpus/wav22/p239/p239_100.wav|This is a milestone in the modernisation of the Scottish prosecution service.
292|datasets/VCTK-Corpus/wav22/p292/p292_334.wav|He is the example for all of us.
280|datasets/VCTK-Corpus/wav22/p280/p280_200.wav|If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.
303|datasets/VCTK-Corpus/wav22/p303/p303_192.wav|I believe we have a good chance.
238|datasets/VCTK-Corpus/wav22/p238/p238_239.wav|So, did she meet him ?
271|datasets/VCTK-Corpus/wav22/p271/p271_363.wav|I don't want to use it.
305|datasets/VCTK-Corpus/wav22/p305/p305_345.wav|There was a fine line to tread.
274|datasets/VCTK-Corpus/wav22/p274/p274_190.wav|There is , according to legend, a boiling pot of gold at one end. )
231|datasets/VCTK-Corpus/wav22/p231/p231_440.wav|The response from them was good.
300|datasets/VCTK-Corpus/wav22/p300/p300_270.wav|A fatal accident inquiry is ongoing.
376|datasets/VCTK-Corpus/wav22/p376/p376_076.wav|"It is urgent."
313|datasets/VCTK-Corpus/wav22/p313/p313_031.wav|That is impressive by any standards.
363|datasets/VCTK-Corpus/wav22/p363/p363_358.wav|Changes need to be made.
300|datasets/VCTK-Corpus/wav22/p300/p300_323.wav|Therefore, it isn't getting the respect it deserves.
255|datasets/VCTK-Corpus/wav22/p255/p255_029.wav|There is no other solution to congestion in Edinburgh.
308|datasets/VCTK-Corpus/wav22/p308/p308_411.wav|It is time to fight a decisive battle.
287|datasets/VCTK-Corpus/wav22/p287/p287_241.wav|It's only a matter of scale.
254|datasets/VCTK-Corpus/wav22/p254/p254_402.wav|The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.
330|datasets/VCTK-Corpus/wav22/p330/p330_270.wav|Head injuries are the leading cause of death.
234|datasets/VCTK-Corpus/wav22/p234/p234_029.wav|It is set in Paris.
244|datasets/VCTK-Corpus/wav22/p244/p244_269.wav|He said it was for sale.
287|datasets/VCTK-Corpus/wav22/p287/p287_176.wav|She had gone to the Catholic school.
239|datasets/VCTK-Corpus/wav22/p239/p239_043.wav|What do we want to do that for ?
323|datasets/VCTK-Corpus/wav22/p323/p323_300.wav|It is misleading to compare the two.
360|datasets/VCTK-Corpus/wav22/p360/p360_035.wav|They need time to think.
227|datasets/VCTK-Corpus/wav22/p227/p227_070.wav|And they were being paid ?
258|datasets/VCTK-Corpus/wav22/p258/p258_068.wav|They were all in a stable condition last night.
314|datasets/VCTK-Corpus/wav22/p314/p314_401.wav|She had been sexually assaulted.
298|datasets/VCTK-Corpus/wav22/p298/p298_311.wav|She may even appear in some more films.
258|datasets/VCTK-Corpus/wav22/p258/p258_154.wav|I believe the gap is nearly there.
298|datasets/VCTK-Corpus/wav22/p298/p298_027.wav|That left a bad taste in my mouth.
345|datasets/VCTK-Corpus/wav22/p345/p345_367.wav|Everything in the world was focused on London.
269|datasets/VCTK-Corpus/wav22/p269/p269_049.wav|Violence and threatening behaviour has no place in a school.
268|datasets/VCTK-Corpus/wav22/p268/p268_403.wav|However, the purchase is as yet unproven.
274|datasets/VCTK-Corpus/wav22/p274/p274_213.wav|It will now be revived.)
254|datasets/VCTK-Corpus/wav22/p254/p254_258.wav|He got the same story.
323|datasets/VCTK-Corpus/wav22/p323/p323_410.wav|However, many questions remained unanswered.
237|datasets/VCTK-Corpus/wav22/p237/p237_294.wav|An announcement on his replacement is expected within three weeks.
273|datasets/VCTK-Corpus/wav22/p273/p273_018.wav|It was a minor incident.
300|datasets/VCTK-Corpus/wav22/p300/p300_101.wav|The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.
301|datasets/VCTK-Corpus/wav22/p301/p301_278.wav|These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.
274|datasets/VCTK-Corpus/wav22/p274/p274_432.wav|They are interior designers and architects.)
236|datasets/VCTK-Corpus/wav22/p236/p236_344.wav|If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.
339|datasets/VCTK-Corpus/wav22/p339/p339_242.wav|The Parliament will make its own decisions.
347|datasets/VCTK-Corpus/wav22/p347/p347_323.wav|Not everyone, however, was pleased with the proposed changes.
253|datasets/VCTK-Corpus/wav22/p253/p253_175.wav|The party is up for it.
308|datasets/VCTK-Corpus/wav22/p308/p308_227.wav|Would you take them?
335|datasets/VCTK-Corpus/wav22/p335/p335_054.wav|Those who are unwilling or unable to improve.
374|datasets/VCTK-Corpus/wav22/p374/p374_074.wav|The statement was a lie.
261|datasets/VCTK-Corpus/wav22/p261/p261_155.wav|She died at her home.
308|datasets/VCTK-Corpus/wav22/p308/p308_065.wav|The New Deal will constantly be improved.
312|datasets/VCTK-Corpus/wav22/p312/p312_198.wav|Where does it come from?
274|datasets/VCTK-Corpus/wav22/p274/p274_183.wav|Not that Scotland can claim the moral high ground.)
341|datasets/VCTK-Corpus/wav22/p341/p341_135.wav|It's not, of course, a concert hall.
265|datasets/VCTK-Corpus/wav22/p265/p265_196.wav|Other members of the family were too upset to comment last night.
318|datasets/VCTK-Corpus/wav22/p318/p318_005.wav|Patients will be partners in decision making.
238|datasets/VCTK-Corpus/wav22/p238/p238_189.wav|That remains the unanswered question.
281|datasets/VCTK-Corpus/wav22/p281/p281_374.wav|The Government should be ashamed.
265|datasets/VCTK-Corpus/wav22/p265/p265_081.wav|We have to create a climate of trust, which is not easy.
240|datasets/VCTK-Corpus/wav22/p240/p240_136.wav|It's been hard.
232|datasets/VCTK-Corpus/wav22/p232/p232_194.wav|It was that bad, that low.
340|datasets/VCTK-Corpus/wav22/p340/p340_320.wav|I can't say anything.
251|datasets/VCTK-Corpus/wav22/p251/p251_210.wav|He seemed to lose his focus.
298|datasets/VCTK-Corpus/wav22/p298/p298_271.wav|I fell in love with ballet.
233|datasets/VCTK-Corpus/wav22/p233/p233_286.wav|Mark Fisher was a guest of the Northern Ireland Tourist Board.
277|datasets/VCTK-Corpus/wav22/p277/p277_185.wav|Anything is possible in football and we can beat Celtic again.
288|datasets/VCTK-Corpus/wav22/p288/p288_219.wav|Hartley should know.
256|datasets/VCTK-Corpus/wav22/p256/p256_144.wav|The FBI could become involved.
285|datasets/VCTK-Corpus/wav22/p285/p285_334.wav|In the current outbreak, the reverse is true.
336|datasets/VCTK-Corpus/wav22/p336/p336_202.wav|It was pretty special.
362|datasets/VCTK-Corpus/wav22/p362/p362_345.wav|My mother was getting on at me.
271|datasets/VCTK-Corpus/wav22/p271/p271_309.wav|He got his degree.
312|datasets/VCTK-Corpus/wav22/p312/p312_335.wav|We didn't take our chances.
282|datasets/VCTK-Corpus/wav22/p282/p282_222.wav|There was a tremendous amount of anger and frustration in that music.
275|datasets/VCTK-Corpus/wav22/p275/p275_133.wav|One season, they might do well.
314|datasets/VCTK-Corpus/wav22/p314/p314_283.wav|I saw military vehicles in the distance.
303|datasets/VCTK-Corpus/wav22/p303/p303_097.wav|I think they should have more respect.
286|datasets/VCTK-Corpus/wav22/p286/p286_165.wav|It should never have happened.
279|datasets/VCTK-Corpus/wav22/p279/p279_207.wav|Tell it like it was?
258|datasets/VCTK-Corpus/wav22/p258/p258_066.wav|Manager Bobby Williamson has no injury worries.
260|datasets/VCTK-Corpus/wav22/p260/p260_064.wav|Other members of the family were too upset to comment last night.
326|datasets/VCTK-Corpus/wav22/p326/p326_383.wav|We are already under pressure.
252|datasets/VCTK-Corpus/wav22/p252/p252_022.wav|There is no doubt there's room for us.
339|datasets/VCTK-Corpus/wav22/p339/p339_330.wav|I saw it later in the news.
269|datasets/VCTK-Corpus/wav22/p269/p269_028.wav|He later became a respected High Court judge.
335|datasets/VCTK-Corpus/wav22/p335/p335_312.wav|The pilot was making a visual approach.
364|datasets/VCTK-Corpus/wav22/p364/p364_050.wav|Do not listen to them.
295|datasets/VCTK-Corpus/wav22/p295/p295_199.wav|Boy is the town a mess.
236|datasets/VCTK-Corpus/wav22/p236/p236_244.wav|It carried a double message.
251|datasets/VCTK-Corpus/wav22/p251/p251_128.wav|We're in shock.
339|datasets/VCTK-Corpus/wav22/p339/p339_293.wav|This week is a perfect example.
374|datasets/VCTK-Corpus/wav22/p374/p374_372.wav|This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.
269|datasets/VCTK-Corpus/wav22/p269/p269_237.wav|It changed my life.
343|datasets/VCTK-Corpus/wav22/p343/p343_254.wav|I cannot say too much about them.
